EXERCICE,D_R,I_F,ORDRE_O_N,CODE_CHAPITRE,LIBELLE_CHAPITRE,CODE_SS_FONCTION,LIBELLE_SS_FONCTION,CODE_ARTICLE,LIBELLE_ARTICLE,MONTANT
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,60611,EAU ET ASSAINISSEMENT,280000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,60623,ALIMENTATION,1900
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,60628,AUTRES FOURNITURES NON STOCKEES,70800
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,60631,FOURNITURES D'ENTRETIEN,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,60632,FOURNITURES DE PETIT EQUIPEMENT,19400
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6064,FOURNITURES ADMINISTRATIVES,7600
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6068,AUTRES MATIERES ET FOURNITURES,139600
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6135,LOCATIONS MOBILIERES,5400
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,11100
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6156,MAINTENANCE,25470
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6247,TRANSPORTS COLLECTIFS,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6257,RECEPTIONS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6283,FRAIS DE NETTOYAGE DES LOCAUX,218646
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,62878,REMBOURSEMENT DE FRAIS/ A D'AUTRES ORGANISMES,1470983
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6288,DIVERS - AUTRES SERVICES EXTERIEURS,200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,414,Autres équipements sportifs ou de loisir,6226,HONORAIRES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,414,Autres équipements sportifs ou de loisir,62878,REMBOURSEMENT DE FRAIS/ A D'AUTRES ORGANISMES,959042
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6042,ACHAT DE PRESTATIONS DE SERVICES,15000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,60623,ALIMENTATION,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,60632,FOURNITURES DE PETIT EQUIPEMENT,5000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6068,AUTRES MATIERES ET FOURNITURES,8000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,611,CONTRATS PRESTATIONS DE SERVICES AVEC ENTREPRISES,5000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6135,LOCATIONS MOBILIERES,7000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6156,MAINTENANCE,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6236,CATALOGUES ET IMPRIMES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6238,"DIVERS - PUBLICITE, RELATIONS PUBLIQUES",32000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6241,TRANSPORT DE BIENS,2000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6247,TRANSPORTS COLLECTIFS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6257,RECEPTIONS,5500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,637,"AUTRES IMPOTS, TAXES (AUTRES ORGANISMES)",500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6042,ACHAT DE PRESTATIONS DE SERVICES,584000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,60622,CARBURANTS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,60623,ALIMENTATION,2000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,60631,FOURNITURES D'ENTRETIEN,20000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,60632,FOURNITURES DE PETIT EQUIPEMENT,8000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,60636,VETEMENTS DE TRAVAIL,8000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6064,FOURNITURES ADMINISTRATIVES,5500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6068,AUTRES MATIERES ET FOURNITURES,500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,611,CONTRATS PRESTATIONS DE SERVICES AVEC ENTREPRISES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6132,LOCATIONS IMMOBILIERES,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6135,LOCATIONS MOBILIERES,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,61522,ENTRETIEN ET REPARATIONS - BATIMENTS,5000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,3000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6156,MAINTENANCE,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,616,PRIMES D'ASSURANCE,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,617,ETUDES ET RECHERCHES,10000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6185,FRAIS DE COLLOQUES ET SEMINAIRES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6236,CATALOGUES ET IMPRIMES,75000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6238,"DIVERS - PUBLICITE, RELATIONS PUBLIQUES",0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6247,TRANSPORTS COLLECTIFS,500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6251,VOYAGES ET DEPLACEMENTS,3000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6257,RECEPTIONS,3000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6261,FRAIS D'AFFRANCHISSEMENTS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6281,CONCOURS DIVERS (COTISATIONS),0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6282,FRAIS DE GARDIENNAGE,282000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6283,FRAIS DE NETTOYAGE DES LOCAUX,417000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6288,DIVERS - AUTRES SERVICES EXTERIEURS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,637,"AUTRES IMPOTS, TAXES (AUTRES ORGANISMES)",0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6042,ACHAT DE PRESTATIONS DE SERVICES,79500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,60623,ALIMENTATION,1500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,60631,FOURNITURES D'ENTRETIEN,5200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,60632,FOURNITURES DE PETIT EQUIPEMENT,1498
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,60636,VETEMENTS DE TRAVAIL,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6064,FOURNITURES ADMINISTRATIVES,7000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6068,AUTRES MATIERES ET FOURNITURES,2700
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,611,CONTRATS PRESTATIONS DE SERVICES AVEC ENTREPRISES,16000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6132,LOCATIONS IMMOBILIERES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6135,LOCATIONS MOBILIERES,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,800
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6156,MAINTENANCE,1027
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6226,HONORAIRES,2500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6236,CATALOGUES ET IMPRIMES,11400
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6238,"DIVERS - PUBLICITE, RELATIONS PUBLIQUES",1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6241,TRANSPORT DE BIENS,100
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6247,TRANSPORTS COLLECTIFS,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6251,VOYAGES ET DEPLACEMENTS,200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6257,RECEPTIONS,1200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6281,CONCOURS DIVERS (COTISATIONS),7000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6354,DROITS D'ENREGISTREMENT ET DE TIMBRE,100
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6042,ACHAT DE PRESTATIONS DE SERVICES,69000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,60623,ALIMENTATION,7000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,60636,VETEMENTS DE TRAVAIL,500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6064,FOURNITURES ADMINISTRATIVES,14000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6068,AUTRES MATIERES ET FOURNITURES,3500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6132,LOCATIONS IMMOBILIERES,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6135,LOCATIONS MOBILIERES,5500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,617,ETUDES ET RECHERCHES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6236,CATALOGUES ET IMPRIMES,110000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6238,"DIVERS - PUBLICITE, RELATIONS PUBLIQUES",65000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6247,TRANSPORTS COLLECTIFS,7000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6251,VOYAGES ET DEPLACEMENTS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6257,RECEPTIONS,8000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,6281,CONCOURS DIVERS (COTISATIONS),1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,637,"AUTRES IMPOTS, TAXES (AUTRES ORGANISMES)",500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,6042,ACHAT DE PRESTATIONS DE SERVICES,50300
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,60623,ALIMENTATION,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,60632,FOURNITURES DE PETIT EQUIPEMENT,300
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,611,CONTRATS PRESTATIONS DE SERVICES AVEC ENTREPRISES,1460169
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,6135,LOCATIONS MOBILIERES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,6247,TRANSPORTS COLLECTIFS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,6281,CONCOURS DIVERS (COTISATIONS),4800
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,522,Actions en faveur de l'enfance et l'adolescence,6283,FRAIS DE NETTOYAGE DES LOCAUX,2000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6042,ACHAT DE PRESTATIONS DE SERVICES,13000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,60623,ALIMENTATION,2380
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,60631,FOURNITURES D'ENTRETIEN,300
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,60632,FOURNITURES DE PETIT EQUIPEMENT,700
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6064,FOURNITURES ADMINISTRATIVES,11250
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6065,"LIVRES, DISQUES, CASSETTES",0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6068,AUTRES MATIERES ET FOURNITURES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,611,CONTRATS PRESTATIONS DE SERVICES AVEC ENTREPRISES,60000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6185,FRAIS DE COLLOQUES ET SEMINAIRES,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6226,HONORAIRES,400
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6236,CATALOGUES ET IMPRIMES,13000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6247,TRANSPORTS COLLECTIFS,1800
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6257,RECEPTIONS,500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6288,DIVERS - AUTRES SERVICES EXTERIEURS,1200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6358,AUTRES DROITS - AUTRES IMPOTS ET TAXES,100
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6042,ACHAT DE PRESTATIONS DE SERVICES,29000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,60623,ALIMENTATION,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,60631,FOURNITURES D'ENTRETIEN,600
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,60632,FOURNITURES DE PETIT EQUIPEMENT,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6132,LOCATIONS IMMOBILIERES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6135,LOCATIONS MOBILIERES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6185,FRAIS DE COLLOQUES ET SEMINAIRES,10000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6236,CATALOGUES ET IMPRIMES,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6238,"DIVERS - PUBLICITE, RELATIONS PUBLIQUES",500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6251,VOYAGES ET DEPLACEMENTS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,63,Aides à la Famille,6257,RECEPTIONS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6042,ACHAT DE PRESTATIONS DE SERVICES,203080
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,60623,ALIMENTATION,237400
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,60628,AUTRES FOURNITURES NON STOCKEES,9000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,60631,FOURNITURES D'ENTRETIEN,50750
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,60632,FOURNITURES DE PETIT EQUIPEMENT,29650
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,60636,VETEMENTS DE TRAVAIL,17000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6064,FOURNITURES ADMINISTRATIVES,25450
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6065,"LIVRES, DISQUES, CASSETTES",1800
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6068,AUTRES MATIERES ET FOURNITURES,27150
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,611,CONTRATS PRESTATIONS DE SERVICES AVEC ENTREPRISES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6132,LOCATIONS IMMOBILIERES,11000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6135,LOCATIONS MOBILIERES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,61522,ENTRETIEN ET REPARATIONS - BATIMENTS,12000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,2000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6247,TRANSPORTS COLLECTIFS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6255,FRAIS DE DEMENAGEMENT,8000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6283,FRAIS DE NETTOYAGE DES LOCAUX,26000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,70,Logement - services communs,6042,ACHAT DE PRESTATIONS DE SERVICES,13000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,70,Logement - services communs,611,CONTRATS PRESTATIONS DE SERVICES AVEC ENTREPRISES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,70,Logement - services communs,617,ETUDES ET RECHERCHES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,70,Logement - services communs,6281,CONCOURS DIVERS (COTISATIONS),67400
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6042,ACHAT DE PRESTATIONS DE SERVICES,57000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,60631,FOURNITURES D'ENTRETIEN,100
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,60636,VETEMENTS DE TRAVAIL,1200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6064,FOURNITURES ADMINISTRATIVES,14000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6068,AUTRES MATIERES ET FOURNITURES,500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6156,MAINTENANCE,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6226,HONORAIRES,65000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6231,ANNONCES ET INSERTIONS,1900
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6236,CATALOGUES ET IMPRIMES,5000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6237,PUBLICATIONS,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6247,TRANSPORTS COLLECTIFS,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6251,VOYAGES ET DEPLACEMENTS,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6257,RECEPTIONS,600
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6042,ACHAT DE PRESTATIONS DE SERVICES,93500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60611,EAU ET ASSAINISSEMENT,300000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60621,COMBUSTIBLES,6467
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60623,ALIMENTATION,190
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60624,PRODUITS DE TRAITEMENT,17000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60628,AUTRES FOURNITURES NON STOCKEES,6000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60631,FOURNITURES D'ENTRETIEN,46210
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60632,FOURNITURES DE PETIT EQUIPEMENT,325000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60633,FOURNITURES DE VOIRIE,22000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,60636,VETEMENTS DE TRAVAIL,79200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6064,FOURNITURES ADMINISTRATIVES,35500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6065,"LIVRES, DISQUES, CASSETTES",0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6068,AUTRES MATIERES ET FOURNITURES,317100
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,611,CONTRATS PRESTATIONS DE SERVICES AVEC ENTREPRISES,541250
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6135,LOCATIONS MOBILIERES,105200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,61521,ENTRETIEN ET REPARATIONS - TERRAINS,77000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,61522,ENTRETIEN ET REPARATIONS - BATIMENTS,100
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,61523,ENTRETIEN ET REPARATIONS - VOIES ET RESEAUX,840
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,61524,ENTRETIEN ET REPARATIONS - BOIS ET FORETS,267000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,61551,ENTRETIEN ET REPARATIONS - MATERIEL ROULANT,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,61558,ENTRETIEN ET REPARATIONS - AUTRES BIENS MOBILIERS,35030
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6156,MAINTENANCE,6000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,616,PRIMES D'ASSURANCE,200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,617,ETUDES ET RECHERCHES,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6184,VERSEMENTS A DES ORGANISMES DE FORMATION,51000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6185,FRAIS DE COLLOQUES ET SEMINAIRES,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6226,HONORAIRES,1300
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6232,FETES ET CEREMONIES,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6233,FOIRES ET EXPOSITIONS,1000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6236,CATALOGUES ET IMPRIMES,14200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6238,"DIVERS - PUBLICITE, RELATIONS PUBLIQUES",1100
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6241,TRANSPORT DE BIENS,1500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6244,TRANSPORTS ADMINISTRATIFS,100
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6247,TRANSPORTS COLLECTIFS,4000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6248,DIVERS TRANSPORTS,200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6251,VOYAGES ET DEPLACEMENTS,1500
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6257,RECEPTIONS,2000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6281,CONCOURS DIVERS (COTISATIONS),5729
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6282,FRAIS DE GARDIENNAGE,6000
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6283,FRAIS DE NETTOYAGE DES LOCAUX,15200
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6288,DIVERS - AUTRES SERVICES EXTERIEURS,360
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6355,TAXES ET IMPOTS SUR LES VEHICULES,0
2011,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,637,"AUTRES IMPOTS, TAXES (AUTRES ORGANISMES)",627
